0.783935,-0.107705,0.596704,0.133378,0.741484,-0.215934,0.620349,0.136896,0.748917,-0.303887,0.582087,-0.089164,0.769440,-0.094075,0.605932,0.178771,40.000000,
0.783935,-0.107705,0.596704,0.133378,0.772510,-0.060871,0.594310,0.215219,0.800974,-0.009980,0.569063,0.185767,0.772857,-0.105857,0.604908,0.159912,40.000000,
0.783935,-0.107705,0.596704,0.133378,0.729599,-0.216777,0.634150,0.136189,0.716419,-0.325547,0.616523,-0.025764,0.775660,-0.109759,0.603213,0.149793,40.000000,
0.783935,-0.107705,0.596704,0.133378,0.786932,-0.060965,0.576351,0.211757,0.789180,-0.008038,0.576456,0.211727,0.777862,-0.110617,0.601626,0.144014,40.000000,
0.783935,-0.107705,0.596704,0.133378,0.708118,-0.212883,0.659053,0.137476,0.728724,-0.310158,0.609771,-0.030705,0.779528,-0.110404,0.600337,0.140509,40.000000,
0.783935,-0.107705,0.596704,0.133378,0.808406,-0.067161,0.548432,0.202958,0.791579,0.002792,0.572062,0.214803,0.780758,-0.109898,0.599350,0.138271,40.000000,
0.783935,-0.107705,0.596704,0.133378,0.681633,-0.198280,0.689481,0.143796,0.730567,-0.303823,0.611102,-0.022749,0.781654,-0.109385,0.598616,0.136788,40.000000,
0.783935,-0.107705,0.596704,0.133378,0.826450,-0.082088,0.523583,0.190008,0.791209,0.010049,0.570257,0.220667,0.782301,-0.108954,0.598079,0.135777,40.000000,
0.783935,-0.107705,0.596704,0.133378,0.666190,-0.178348,0.707715,0.153372,0.733269,-0.297455,0.611165,-0.017706,0.782766,-0.108618,0.597691,0.135076,40.000000,
0.783935,-0.107705,0.596704,0.133378,0.833698,-0.095848,0.512779,0.181158,0.791131,0.016420,0.568445,0.225196,0.783099,-0.108366,0.597411,0.134584,40.000000,
0.783935,-0.107705,0.596704,0.133378,0.661699,-0.166251,0.713300,0.160367,0.735400,-0.292132,0.611286,-0.013255,0.783338,-0.108181,0.597210,0.134236,40.000000,
0.783935,-0.107705,0.596704,0.133378,0.835622,-0.103219,0.509263,0.178139,0.790999,0.021787,0.566905,0.229051,0.783508,-0.108047,0.597066,0.133990,40.000000,
0.783935,-0.107705,0.596704,0.133378,0.660456,-0.161641,0.714577,0.164469,0.737185,-0.287600,0.611355,-0.009493,0.783630,-0.107950,0.596962,0.133814,40.000000,
0.783935,-0.107705,0.596704,0.133378,0.835945,-0.106706,0.508025,0.178102,0.790861,0.026327,0.565581,0.232301,0.783717,-0.107880,0.596889,0.133689,40.000000,
0.783935,-0.107705,0.596704,0.133378,0.659937,-0.160523,0.714699,0.167095,0.738675,-0.283750,0.611396,-0.006303,0.783780,-0.107830,0.596836,0.133600,40.000000,
0.783935,-0.107705,0.596704,0.133378,0.835781,-0.108475,0.507532,0.179204,0.790724,0.030167,0.564446,0.235044,0.783824,-0.107794,0.596798,0.133537,40.000000,
0.783935,-0.107705,0.596704,0.133378,0.659615,-0.160761,0.714487,0.169033,0.739922,-0.280481,0.611418,-0.003600,0.783856,-0.107769,0.596771,0.133491,40.000000,
0.783935,-0.107705,0.596704,0.133378,0.835469,-0.109523,0.507306,0.180658,0.790594,0.033414,0.563476,0.237360,0.783878,-0.107751,0.596752,0.133459,40.000000,
0.783935,-0.107705,0.596704,0.133378,0.659367,-0.161470,0.714179,0.170621,0.740968,-0.277708,0.611428,-0.001310,0.783895,-0.107738,0.596738,0.133436,40.000000,
0.783935,-0.107705,0.596704,0.133378,0.835120,-0.110257,0.507185,0.182157,0.790473,0.036160,0.562648,0.239316,0.783906,-0.107728,0.596729,0.133419,40.000000,
