0.715378,0.074128,0.410938,-0.560240,0.748570,0.180369,0.320884,-0.551492,0.645809,-0.183191,-0.252400,-0.696897,0.707186,0.053511,0.433145,-0.556246,100.000000,
0.715378,0.074128,0.410938,-0.560240,0.368443,0.035239,0.739507,-0.562261,0.624971,0.430394,0.562766,-0.327822,0.711369,0.063849,0.422111,-0.558301,100.000000,
0.715378,0.074128,0.410938,-0.560240,0.768584,0.133595,-0.027785,-0.625027,0.644788,-0.319816,0.060251,-0.691619,0.713396,0.068991,0.416537,-0.559288,100.000000,
0.715378,0.074128,0.410938,-0.560240,0.282968,0.198949,0.751671,-0.561551,0.588935,0.412345,0.631846,-0.289651,0.714393,0.071560,0.413741,-0.559768,100.000000,
0.715378,0.074128,0.410938,-0.560240,0.702216,0.067756,0.005269,-0.708713,0.654269,-0.298651,0.070306,-0.691228,0.714887,0.072844,0.412340,-0.560005,100.000000,
0.715378,0.074128,0.410938,-0.560240,0.254569,0.298136,0.742980,-0.542486,0.584130,0.419587,0.634895,-0.282218,0.715133,0.073486,0.411639,-0.560123,100.000000,
0.715378,0.074128,0.410938,-0.560240,0.668575,0.029704,0.039654,-0.741992,0.656020,-0.294786,0.074401,-0.690799,0.715256,0.073807,0.411289,-0.560182,100.000000,
0.715378,0.074128,0.410938,-0.560240,0.256604,0.357132,0.734788,-0.516428,0.582887,0.421312,0.635727,-0.280340,0.715317,0.073968,0.411113,-0.560211,100.000000,
0.715378,0.074128,0.410938,-0.560240,0.660007,0.001291,0.069426,-0.748043,0.656455,-0.293816,0.075422,-0.690688,0.715348,0.074048,0.411026,-0.560225,100.000000,
0.715378,0.074128,0.410938,-0.560240,0.274495,0.391013,0.730276,-0.488322,0.582576,0.421743,0.635934,-0.279870,0.715363,0.074088,0.410982,-0.560233,100.000000,
0.715378,0.074128,0.410938,-0.560240,0.667323,-0.022725,0.094170,-0.738441,0.656564,-0.293573,0.075678,-0.690660,0.715371,0.074108,0.410960,-0.560236,100.000000,
0.715378,0.074128,0.410938,-0.560240,0.299444,0.408145,0.729430,-0.460090,0.582498,0.421850,0.635985,-0.279752,0.715375,0.074118,0.410949,-0.560238,100.000000,
0.715378,0.074128,0.410938,-0.560240,0.683673,-0.043771,0.113705,-0.719546,0.656591,-0.293512,0.075741,-0.690653,0.715376,0.074123,0.410943,-0.560239,100.000000,
0.715378,0.074128,0.410938,-0.560240,0.326118,0.413591,0.731609,-0.432825,0.582478,0.421877,0.635998,-0.279723,0.715377,0.074126,0.410941,-0.560240,100.000000,
0.715378,0.074128,0.410938,-0.560240,0.704389,-0.061986,0.127911,-0.695437,0.656598,-0.293497,0.075757,-0.690652,0.715378,0.074127,0.410939,-0.560240,100.000000,
0.715378,0.074128,0.410938,-0.560240,0.351226,0.410570,0.736275,-0.407396,0.582473,0.421884,0.636002,-0.279716,0.715378,0.074128,0.410939,-0.560240,100.000000,
0.715378,0.074128,0.410938,-0.560240,0.726474,-0.077005,0.136847,-0.669014,0.656599,-0.293493,0.075761,-0.690651,0.715378,0.074128,0.410938,-0.560240,100.000000,
0.715378,0.074128,0.410938,-0.560240,0.372781,0.401185,0.743089,-0.384583,0.582472,0.421886,0.636002,-0.279714,0.715378,0.074128,0.410938,-0.560240,100.000000,
0.715378,0.074128,0.410938,-0.560240,0.748118,-0.088303,0.140794,-0.642417,0.656600,-0.293492,0.075762,-0.690651,0.715378,0.074128,0.410938,-0.560240,100.000000,
