-88.971434,-8.334818,36.760770,-78.877251,-6.060899,40.287588,-78.904054,-6.088414,40.236442,-78.819265,-6.099858,40.251164,0.090000,
-88.971434,-8.334818,36.760770,-78.948758,-6.020042,40.321543,-79.002630,-6.075412,40.219147,-78.833030,-6.098004,40.248772,0.090000,
-88.971434,-8.334818,36.760770,-79.019999,-5.979150,40.355422,-79.101207,-6.062719,40.201669,-78.846774,-6.096159,40.246380,0.090000,
-88.971434,-8.334818,36.760770,-79.090972,-5.938225,40.389224,-79.199783,-6.050340,40.184008,-78.860498,-6.094322,40.243988,0.090000,
-88.971434,-8.334818,36.760770,-79.161677,-5.897268,40.422949,-79.298358,-6.038279,40.166162,-78.874202,-6.092494,40.241597,0.090000,
-88.971434,-8.334818,36.760770,-79.232112,-5.856280,40.456598,-79.396929,-6.026541,40.148131,-78.887885,-6.090674,40.239205,0.090000,
-88.971434,-8.334818,36.760770,-79.302275,-5.815262,40.490170,-79.495496,-6.015130,40.129912,-78.901548,-6.088863,40.236813,0.090000,
-88.971434,-8.334818,36.760770,-79.372166,-5.774217,40.523666,-79.594057,-6.004050,40.111505,-78.915190,-6.087061,40.234422,0.090000,
-88.971434,-8.334818,36.760770,-79.441782,-5.733145,40.557084,-79.692611,-5.993306,40.092909,-78.928812,-6.085267,40.232030,0.090000,
-88.971434,-8.334818,36.760770,-79.511123,-5.692047,40.590426,-79.791157,-5.982904,40.074123,-78.942414,-6.083482,40.229639,0.090000,
-88.971434,-8.334818,36.760770,-79.580186,-5.650925,40.623691,-79.889692,-5.972847,40.055144,-78.955996,-6.081705,40.227248,0.090000,
-88.971434,-8.334818,36.760770,-79.648972,-5.609781,40.656880,-79.988216,-5.963142,40.035973,-78.969557,-6.079937,40.224856,0.090000,
-88.971434,-8.334818,36.760770,-79.717478,-5.568615,40.689991,-80.086727,-5.953792,40.016607,-78.983098,-6.078177,40.222465,0.090000,
-88.971434,-8.334818,36.760770,-79.785703,-5.527429,40.723026,-80.185222,-5.944803,39.997045,-78.996620,-6.076425,40.220075,0.090000,
-88.971434,-8.334818,36.760770,-79.853645,-5.486224,40.755984,-80.283701,-5.936180,39.977286,-79.010121,-6.074682,40.217684,0.090000,
-88.971434,-8.334818,36.760770,-79.921304,-5.445002,40.788866,-80.382162,-5.927929,39.957329,-79.023602,-6.072948,40.215293,0.090000,
