89.6	94.1	99.8	4.2	4.2	100.0	96.4	97.2	100.0	0.125	0.01
55.9	64.2	94.2	3.2	3.4	3.6	62.9	71.5	87.8	0.125	0.02
38.0	43.7	70.2	1.9	2.0	1.9	66.7	75.2	65.8	0.125	0.03
28.5	32.8	52.7	100.0	0.5	0.8	100.0	20.8	59.2	0.125	0.04
24.4	27.8	43.8	2.2	2.2	2.3	51.3	55.0	64.1	0.125	0.05
18.7	21.5	34.8	0.8	0.8	100.0	39.7	41.5	100.0	0.125	0.06
16.9	19.4	30.8	0.9	1.0	1.0	28.2	31.6	42.8	0.125	0.07
14.6	16.7	26.7	1.4	1.4	1.2	35.9	37.7	16.9	0.125	0.08
13.2	15.0	23.9	1.1	1.1	1.1	29.9	31.6	28.8	0.125	0.09
11.4	13.1	21.1	0.3	0.4	0.5	5.7	14.8	25.6	0.125	0.1
5.9	6.7	10.7	0.5	0.5	0.5	9.1	12.0	14.4	0.125	0.2
4.0	4.6	7.2	0.4	0.4	0.4	8.5	9.3	10.0	0.125	0.3
2.9	3.3	5.3	0.3	0.3	0.2	7.0	7.4	3.2	0.125	0.4
2.2	2.6	4.2	0.1	0.1	100.0	4.9	5.1	100.0	0.125	0.5
1.9	2.1	3.5	0.1	0.1	0.1	1.2	3.1	4.0	0.125	0.6
1.7	1.9	3.0	0.1	0.1	0.1	3.8	4.1	3.4	0.125	0.7
1.5	1.7	2.7	100.0	100.0	0.1	3.0	3.3	3.5	0.125	0.8
1.3	1.4	2.3	100.0	100.0	0.1	2.4	2.8	2.4	0.125	0.9
1.2	1.3	2.1	0.1	0.1	0.1	1.5	1.7	3.0	0.125	1.0
0.6	0.6	1.0	100.0	100.0	0.0	0.9	1.0	1.4	0.125	2.0
0.4	0.4	0.7	31.0	28.4	0.1	0.9	0.9	0.8	0.125	3.0
0.3	0.3	0.5	30.1	28.8	0.0	0.3	0.3	0.7	0.125	4.0
100.0	100.0	100.0	17.1	16.3	0.0	0.1	0.2	0.6	0.125	5.0
100.0	100.0	100.0	15.8	15.0	0.0	0.4	0.4	0.4	0.125	6.0
100.0	100.0	100.0	17.4	16.7	0.0	0.1	0.2	0.4	0.125	7.0
100.0	100.0	100.0	10.0	9.3	0.0	0.2	0.3	0.4	0.125	8.0
100.0	100.0	100.0	7.4	7.3	0.0	0.1	0.2	0.3	0.125	9.0
100.0	100.0	100.0	8.7	8.1	0.0	0.1	0.2	0.2	0.125	10.0
100.0	100.0	100.0	100.0	3.2	0.5	0.0	0.1	0.1	0.125	20.0
100.0	100.0	100.0	100.0	100.0	100.0	0.0	0.0	0.0	0.125	30.0
100.0	100.0	100.0	100.0	100.0	100.0	0.0	0.1	0.1	0.125	40.0
100.0	100.0	100.0	100.0	100.0	100.0	0.0	0.0	0.1	0.125	50.0
100.0	100.0	100.0	100.0	100.0	100.0	0.0	0.0	0.0	0.125	60.0
100.0	100.0	100.0	100.0	100.0	100.0	100.0	0.0	0.0	0.125	70.0
100.0	100.0	100.0	100.0	100.0	100.0	0.0	0.0	0.0	0.125	80.0
100.0	100.0	100.0	100.0	100.0	100.0	0.0	0.0	0.0	0.125	90.0
100.0	100.0	100.0	100.0	100.0	100.0	0.0	0.0	0.0	0.125	100.0
100.0	100.0	100.0	100.0	100.0	100.0	0.0	0.0	0.0	0.125	200.0
1.5	0.6	1.7	0.2	0.1	0.1	0.0	0.0	0.0	0.125	300.0
2.1	1.0	2.3	0.1	0.1	0.1	0.0	0.0	0.0	0.125	400.0
2.1	1.0	2.3	0.1	0.1	0.1	0.0	0.0	0.0	0.125	500.0
1.7	0.5	1.9	0.1	0.1	0.1	0.1	0.1	0.0	0.125	600.0
2.2	1.0	2.5	0.1	0.1	0.1	0.1	0.1	100.0	0.125	700.0
2.2	0.9	2.4	0.1	0.0	0.1	0.1	0.1	100.0	0.125	800.0
2.2	1.0	2.5	0.1	0.1	0.1	0.1	0.1	0.0	0.125	900.0
2.7	1.4	2.9	0.2	0.1	0.1	0.0	0.0	0.0	0.125	1000.0
2.7	1.4	3.0	0.2	0.1	0.2	0.0	0.0	100.0	0.125	2000.0
2.3	0.9	2.6	0.1	0.1	0.2	0.3	0.3	100.0	0.125	3000.0
2.5	1.1	2.8	0.2	0.1	0.1	0.5	0.5	100.0	0.125	4000.0
2.3	0.9	2.5	0.1	0.1	0.2	0.6	0.6	100.0	0.125	5000.0
2.8	1.4	3.0	0.2	0.1	0.1	0.7	0.7	100.0	0.125	6000.0
2.6	1.2	2.8	0.1	0.1	0.2	0.7	0.6	100.0	0.125	7000.0
2.6	1.2	2.9	0.2	0.1	0.1	1.0	1.0	100.0	0.125	8000.0
3.3	1.8	3.5	0.2	0.1	0.2	100.0	100.0	100.0	0.125	9000.0
