71.3	100.0	100.0	4.1	4.3	3.9	100.0	100.0	100.0	0.125	0.01
100.0	100.0	100.0	3.5	3.0	3.7	83.9	45.1	100.0	0.125	0.02
100.0	100.0	100.0	2.0	2.0	2.0	73.6	78.2	85.7	0.125	0.03
100.0	100.0	100.0	0.6	100.0	0.8	22.0	100.0	59.4	0.125	0.04
100.0	100.0	100.0	2.2	2.3	2.3	51.4	55.6	68.7	0.125	0.05
100.0	100.0	100.0	0.8	0.9	0.8	37.7	42.7	34.2	0.125	0.06
100.0	100.0	100.0	1.0	1.0	1.1	29.3	31.6	44.8	0.125	0.07
100.0	100.0	100.0	1.4	1.5	1.4	35.2	38.3	34.5	0.125	0.08
100.0	100.0	100.0	1.1	1.1	1.2	29.5	32.1	34.2	0.125	0.09
100.0	100.0	100.0	0.5	0.1	0.6	15.5	1.0	26.2	0.125	0.1
100.0	100.0	100.0	0.5	0.5	0.6	11.5	11.3	15.5	0.125	0.2
100.0	100.0	100.0	0.5	0.5	0.5	8.8	9.3	11.0	0.125	0.3
100.0	100.0	100.0	0.4	0.4	0.4	7.0	7.5	6.8	0.125	0.4
100.0	100.0	100.0	0.2	0.2	0.2	4.7	5.3	4.1	0.125	0.5
100.0	100.0	100.0	100.0	0.1	0.2	3.2	0.5	4.4	0.125	0.6
100.0	100.0	100.0	100.0	0.2	0.2	3.9	4.2	4.4	0.125	0.7
100.0	100.0	100.0	100.0	0.2	100.0	3.1	3.3	4.0	0.125	0.8
100.0	100.0	100.0	100.0	0.2	100.0	2.7	2.8	3.1	0.125	0.9
100.0	100.0	100.0	100.0	0.1	100.0	1.6	1.8	3.1	0.125	1.0
100.0	100.0	100.0	100.0	100.0	100.0	1.0	1.1	1.5	0.125	2.0
100.0	100.0	100.0	100.0	100.0	100.0	0.9	1.0	1.0	0.125	3.0
100.0	100.0	100.0	100.0	100.0	100.0	0.4	0.3	0.7	0.125	4.0
100.0	100.0	100.0	100.0	100.0	100.0	0.3	0.1	0.7	0.125	5.0
100.0	100.0	100.0	100.0	100.0	100.0	0.5	0.5	0.5	0.125	6.0
100.0	100.0	100.0	100.0	100.0	100.0	0.2	0.2	0.5	0.125	7.0
100.0	100.0	100.0	100.0	100.0	100.0	0.3	0.3	0.5	0.125	8.0
100.0	100.0	100.0	100.0	100.0	100.0	0.2	0.2	0.4	0.125	9.0
100.0	100.0	100.0	100.0	100.0	100.0	0.3	0.3	0.3	0.125	10.0
100.0	100.0	100.0	100.0	100.0	100.0	0.1	0.1	0.2	0.125	20.0
100.0	100.0	100.0	100.0	100.0	100.0	0.1	100.0	0.1	0.125	30.0
100.0	100.0	100.0	100.0	100.0	100.0	0.1	0.1	0.1	0.125	40.0
100.0	100.0	100.0	100.0	100.0	100.0	0.1	0.1	0.1	0.125	50.0
100.0	100.0	100.0	100.0	100.0	100.0	0.1	0.1	0.1	0.125	60.0
100.0	100.0	100.0	100.0	100.0	100.0	0.1	100.0	0.1	0.125	70.0
100.0	100.0	100.0	100.0	100.0	100.0	0.1	0.1	0.1	0.125	80.0
100.0	100.0	100.0	100.0	100.0	100.0	0.1	0.1	0.1	0.125	90.0
100.0	100.0	100.0	100.0	100.0	100.0	0.1	0.1	0.1	0.125	100.0
100.0	100.0	100.0	100.0	100.0	100.0	0.1	0.1	0.1	0.125	200.0
100.0	100.0	100.0	100.0	100.0	100.0	0.1	0.1	0.1	0.125	300.0
100.0	100.0	100.0	100.0	100.0	100.0	100.0	0.1	0.1	0.125	400.0
100.0	100.0	100.0	100.0	100.0	100.0	0.1	0.1	0.1	0.125	500.0
100.0	100.0	100.0	100.0	100.0	100.0	0.2	0.1	0.1	0.125	600.0
100.0	100.0	100.0	100.0	100.0	100.0	0.1	0.1	0.1	0.125	700.0
100.0	100.0	100.0	100.0	100.0	100.0	0.2	0.1	0.1	0.125	800.0
100.0	100.0	100.0	100.0	100.0	100.0	0.2	0.1	0.2	0.125	900.0
100.0	100.0	100.0	100.0	100.0	100.0	0.1	0.1	100.0	0.125	1000.0
100.0	100.0	100.0	100.0	100.0	100.0	0.1	0.1	0.1	0.125	2000.0
100.0	100.0	100.0	100.0	100.0	100.0	0.5	0.3	0.4	0.125	3000.0
100.0	100.0	100.0	100.0	100.0	100.0	0.6	0.4	0.6	0.125	4000.0
100.0	100.0	100.0	100.0	100.0	100.0	0.8	0.5	0.7	0.125	5000.0
100.0	100.0	100.0	100.0	100.0	100.0	0.9	0.6	0.8	0.125	6000.0
100.0	100.0	100.0	100.0	100.0	100.0	0.9	0.5	0.7	0.125	7000.0
100.0	100.0	100.0	100.0	100.0	100.0	1.2	0.8	1.1	0.125	8000.0
100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	0.125	9000.0
