52.455026,-31.686464,19.141350,51.935745,-41.455365,23.147785,16.021700,-21.702662,29.894467,57.877593,-30.572293,19.593087,40.000000,
52.455026,-31.686464,19.141350,65.036555,-31.402248,10.745379,67.263609,-36.338785,8.911411,55.071225,-30.520626,20.115713,40.000000,
52.455026,-31.686464,19.141350,46.970496,-38.433471,21.475025,21.645150,-16.100824,33.437929,53.784774,-30.688734,20.114152,40.000000,
52.455026,-31.686464,19.141350,69.500948,-32.179649,2.027906,69.637406,-35.120147,10.024406,53.172736,-30.902263,19.955267,40.000000,
52.455026,-31.686464,19.141350,40.299991,-32.892295,21.698723,21.898397,-18.223926,32.158303,52.867579,-31.095590,19.774117,40.000000,
52.455026,-31.686464,19.141350,75.744237,-35.400717,-7.171745,71.142382,-35.616328,8.661844,52.706533,-31.251241,19.615522,40.000000,
52.455026,-31.686464,19.141350,38.900243,-27.309066,18.968207,23.066095,-18.631316,31.970137,52.616055,-31.369944,19.489622,40.000000,
52.455026,-31.686464,19.141350,77.196268,-38.869441,-11.394411,72.473447,-35.736401,7.950294,52.562017,-31.457955,19.394244,40.000000,
52.455026,-31.686464,19.141350,39.926658,-25.195418,15.857965,23.932934,-19.169509,31.670445,52.527985,-31.522201,19.323767,40.000000,
52.455026,-31.686464,19.141350,77.105324,-40.489683,-13.316292,73.596556,-35.861629,7.287416,52.505645,-31.568685,19.272413,40.000000,
52.455026,-31.686464,19.141350,40.285742,-24.343038,13.919082,24.685443,-19.603189,31.422040,52.490537,-31.602142,19.235296,40.000000,
52.455026,-31.686464,19.141350,76.987464,-41.124760,-14.641042,74.549559,-35.956306,6.728849,52.480112,-31.626150,19.208596,40.000000,
52.455026,-31.686464,19.141350,40.276359,-23.911291,12.608289,25.325782,-19.969843,31.205199,52.472824,-31.643346,19.189444,40.000000,
52.455026,-31.686464,19.141350,76.939096,-41.362559,-15.702873,75.357300,-36.030679,6.254122,52.467686,-31.655650,19.175729,40.000000,
52.455026,-31.686464,19.141350,40.138108,-23.650443,11.626102,25.870921,-20.278753,31.017641,52.464046,-31.664447,19.165918,40.000000,
52.455026,-31.686464,19.141350,76.926656,-41.445813,-16.589472,76.041674,-36.089343,5.851275,52.461459,-31.670734,19.158903,40.000000,
52.455026,-31.686464,19.141350,39.969506,-23.470588,10.839490,26.334564,-20.539200,30.855959,52.459617,-31.675227,19.153890,40.000000,
52.455026,-31.686464,19.141350,76.927138,-41.470237,-17.339444,76.621353,-36.135924,5.509625,52.458303,-31.678437,19.150308,40.000000,
